"보안등위치명",설치개수,소재지도로명주소,소재지지번주소,위도,경도,설치년도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
"북삼읍 인평리 717-2",1,,경상북도 칠곡군 북삼읍 인평리 717-2,36.070759,128.335720,,한전주,054-979-5301,경상북도 칠곡군청,2020-07-01
"북삼읍 인평리 717-2",1,,경상북도 칠곡군 북삼읍 인평리 717-2,36.070759,128.335720,,한전주,054-979-5301,경상북도 칠곡군청,2020-07-01
"북삼읍 인평리 717-2",1,,경상북도 칠곡군 북삼읍 인평리 717-2,36.070759,128.335720,,한전주,054-979-5301,경상북도 칠곡군청,2020-07-01
"북삼읍 인평리 717-2",1,,경상북도 칠곡군 북삼읍 인평리 717-2,36.070759,128.335720,,한전주,054-979-5301,경상북도 칠곡군청,2020-07-01
"북삼읍 인평리 717-2",1,,경상북도 칠곡군 북삼읍 인평리 717-2,36.070759,128.335720,,한전주,054-979-5301,경상북도 칠곡군청,2020-07-01
"북삼읍 인평리 717-2",1,,경상북도 칠곡군 북삼읍 인평리 717-2,36.070759,128.335720,,한전주,054-979-5301,경상북도 칠곡군청,2020-07-01
"북삼읍 인평리 717-2",1,,경상북도 칠곡군 북삼읍 인평리 717-2,36.070759,128.335720,,한전주,054-979-5301,경상북도 칠곡군청,2020-07-01
"북삼읍 인평리 717-2",1,,경상북도 칠곡군 북삼읍 인평리 717-2,36.070759,128.335720,,한전주,054-979-5301,경상북도 칠곡군청,2020-07-01
"북삼읍 인평리 717-2",1,,경상북도 칠곡군 북삼읍 인평리 717-2,36.070759,128.335720,,한전주,054-979-5301,경상북도 칠곡군청,2020-07-01
"북삼읍 인평리 717-2",1,,경상북도 칠곡군 북삼읍 인평리 717-2,36.070759,128.335720,,,054-979-5301,경상북도 칠곡군청,2020-07-01
"북삼읍 인평리 717-3",1,,경상북도 칠곡군 북삼읍 인평리 717-3,36.070333,128.336573,,한전주,054-979-5301,경상북도 칠곡군청,2020-07-01
"북삼읍 인평리 717-3",1,,경상북도 칠곡군 북삼읍 인평리 717-3,36.070333,128.336573,,한전주,054-979-5301,경상북도 칠곡군청,2020-07-01
"북삼읍 인평리 717-3",1,,경상북도 칠곡군 북삼읍 인평리 717-3,36.070333,128.336573,,한전주,054-979-5301,경상북도 칠곡군청,2020-07-01
"북삼읍 인평리 717-3",1,,경상북도 칠곡군 북삼읍 인평리 717-3,36.070333,128.336573,,한전주,054-979-5301,경상북도 칠곡군청,2020-07-01
"북삼읍 인평리 717-6",1,,경상북도 칠곡군 북삼읍 인평리 717-6,36.069657,128.339623,,한전주,054-979-5301,경상북도 칠곡군청,2020-07-01
"북삼읍 인평리 717-6",1,,경상북도 칠곡군 북삼읍 인평리 717-6,36.069657,128.339623,,한전주,054-979-5301,경상북도 칠곡군청,2020-07-01
"북삼읍 인평리 717-6",1,,경상북도 칠곡군 북삼읍 인평리 717-6,36.069657,128.339623,,한전주,054-979-5301,경상북도 칠곡군청,2020-07-01
"북삼읍 인평리 717-6",1,,경상북도 칠곡군 북삼읍 인평리 717-6,36.069657,128.339623,,한전주,054-979-5301,경상북도 칠곡군청,2020-07-01
"북삼읍 인평리 717-6",1,,경상북도 칠곡군 북삼읍 인평리 717-6,36.069657,128.339623,,한전주,054-979-5301,경상북도 칠곡군청,2020-07-01
"북삼읍 인평리 717-6",1,,경상북도 칠곡군 북삼읍 인평리 717-6,36.069657,128.339623,,한전주,054-979-5301,경상북도 칠곡군청,2020-07-01
"북삼읍 인평리 717-6",1,,경상북도 칠곡군 북삼읍 인평리 717-6,36.069657,128.339623,,한전주,054-979-5301,경상북도 칠곡군청,2020-07-01
"북삼읍 인평리 717-6",1,,경상북도 칠곡군 북삼읍 인평리 717-6,36.069657,128.339623,,한전주,054-979-5301,경상북도 칠곡군청,2020-07-01
"북삼읍 인평리 717-6",1,,경상북도 칠곡군 북삼읍 인평리 717-6,36.069657,128.339623,,한전주,054-979-5301,경상북도 칠곡군청,2020-07-01
"북삼읍 인평리 717-6",1,,경상북도 칠곡군 북삼읍 인평리 717-6,36.069657,128.339623,,한전주,054-979-5301,경상북도 칠곡군청,2020-07-01
"북삼읍 인평리 717-6",1,,경상북도 칠곡군 북삼읍 인평리 717-6,36.069657,128.339623,,한전주,054-979-5301,경상북도 칠곡군청,2020-07-01
"북삼읍 인평리 717-7",1,,경상북도 칠곡군 북삼읍 인평리 717-7,36.067401,128.340546,,한전주,054-979-5301,경상북도 칠곡군청,2020-07-01
"북삼읍 인평리 717-7",1,,경상북도 칠곡군 북삼읍 인평리 717-7,36.067401,128.340546,,한전주,054-979-5301,경상북도 칠곡군청,2020-07-01
"북삼읍 인평리 717-7",1,,경상북도 칠곡군 북삼읍 인평리 717-7,36.067401,128.340546,,한전주,054-979-5301,경상북도 칠곡군청,2020-07-01
"북삼읍 인평리 717-7",1,,경상북도 칠곡군 북삼읍 인평리 717-7,36.067401,128.340546,,한전주,054-979-5301,경상북도 칠곡군청,2020-07-01
"북삼읍 인평리 717-8",1,,경상북도 칠곡군 북삼읍 인평리 717-8,36.068270,128.339251,,한전주,054-979-5301,경상북도 칠곡군청,2020-07-01
"북삼읍 인평리 717-8",1,,경상북도 칠곡군 북삼읍 인평리 717-8,36.068270,128.339251,,한전주,054-979-5301,경상북도 칠곡군청,2020-07-01
"북삼읍 인평리 717-8",1,,경상북도 칠곡군 북삼읍 인평리 717-8,36.068270,128.339251,,한전주,054-979-5301,경상북도 칠곡군청,2020-07-01
"북삼읍 인평리 717-8",1,,경상북도 칠곡군 북삼읍 인평리 717-8,36.068270,128.339251,,한전주,054-979-5301,경상북도 칠곡군청,2020-07-01
"북삼읍 인평리 717-8",1,,경상북도 칠곡군 북삼읍 인평리 717-8,36.068270,128.339251,,한전주,054-979-5301,경상북도 칠곡군청,2020-07-01
"북삼읍 인평리 717-8",1,,경상북도 칠곡군 북삼읍 인평리 717-8,36.068270,128.339251,,한전주,054-979-5301,경상북도 칠곡군청,2020-07-01
"북삼읍 인평리 717-9",1,,경상북도 칠곡군 북삼읍 인평리 717-9,36.064934,128.336683,,한전주,054-979-5301,경상북도 칠곡군청,2020-07-01
"북삼읍 인평리 717-9",1,,경상북도 칠곡군 북삼읍 인평리 717-9,36.064934,128.336683,,한전주,054-979-5301,경상북도 칠곡군청,2020-07-01
"북삼읍 인평리 717-9",1,,경상북도 칠곡군 북삼읍 인평리 717-9,36.064934,128.336683,,한전주,054-979-5301,경상북도 칠곡군청,2020-07-01
"북삼읍 인평리 717-9",1,,경상북도 칠곡군 북삼읍 인평리 717-9,36.064934,128.336683,,한전주,054-979-5301,경상북도 칠곡군청,2020-07-01
"북삼읍 인평리 717-9",1,,경상북도 칠곡군 북삼읍 인평리 717-9,36.064934,128.336683,,한전주,054-979-5301,경상북도 칠곡군청,2020-07-01
"북삼읍 인평리 717-9",1,,경상북도 칠곡군 북삼읍 인평리 717-9,36.064934,128.336683,,한전주,054-979-5301,경상북도 칠곡군청,2020-07-01
"북삼읍 인평리 717-9",1,,경상북도 칠곡군 북삼읍 인평리 717-9,36.064934,128.336683,,한전주,054-979-5301,경상북도 칠곡군청,2020-07-01
"북삼읍 인평리 717-9",1,,경상북도 칠곡군 북삼읍 인평리 717-9,36.064934,128.336683,,한전주,054-979-5301,경상북도 칠곡군청,2020-07-01
"북삼읍 인평리 717-9",1,,경상북도 칠곡군 북삼읍 인평리 717-9,36.064934,128.336683,,한전주,054-979-5301,경상북도 칠곡군청,2020-07-01
"북삼읍 인평리 717-9",1,,경상북도 칠곡군 북삼읍 인평리 717-9,36.064934,128.336683,,한전주,054-979-5301,경상북도 칠곡군청,2020-07-01
"북삼읍 인평리 717-9",1,,경상북도 칠곡군 북삼읍 인평리 717-9,36.064934,128.336683,,한전주,054-979-5301,경상북도 칠곡군청,2020-07-01
"북삼읍 인평리 73-2",1,,경상북도 칠곡군 북삼읍 인평리 73-2,36.071904,128.344873,,한전주,054-979-5301,경상북도 칠곡군청,2020-07-01
"북삼읍 인평리 79-20",1,경상북도 칠곡군 북삼읍 북삼로2길 40,경상북도 칠곡군 북삼읍 인평리 79-20,36.074031,128.341741,,,054-979-5301,경상북도 칠곡군청,2020-07-01
"북삼읍 인평리 79-5",1,,경상북도 칠곡군 북삼읍 인평리 79-5,36.073252,128.343203,,한전주,054-979-5301,경상북도 칠곡군청,2020-07-01
"북삼읍 인평리 83-2",1,,경상북도 칠곡군 북삼읍 인평리 83-2,36.072300,128.345130,,한전주,054-979-5301,경상북도 칠곡군청,2020-07-01
"북삼읍 인평리 852-14",1,,경상북도 칠곡군 북삼읍 인평리 852-14,36.061680,128.333572,,,054-979-5301,경상북도 칠곡군청,2020-07-01
"북삼읍 인평리 903-2",1,,경상북도 칠곡군 북삼읍 인평리 903-2,36.058493,128.328964,,한전주,054-979-5301,경상북도 칠곡군청,2020-07-01
"북삼읍 인평리 906-6",1,,경상북도 칠곡군 북삼읍 인평리 906-6,36.058562,128.326644,,한전주,054-979-5301,경상북도 칠곡군청,2020-07-01
"북삼읍 인평리 927-8",1,,경상북도 칠곡군 북삼읍 인평리 927-8,36.057709,128.325530,,,054-979-5301,경상북도 칠곡군청,2020-07-01
"북삼읍 인평리 948-3",1,,경상북도 칠곡군 북삼읍 인평리 948-3,36.056245,128.330397,,한전주,054-979-5301,경상북도 칠곡군청,2020-07-01
"북삼읍 인평리 950-13",1,,경상북도 칠곡군 북삼읍 인평리 950-13,36.055822,128.330118,,한전주,054-979-5301,경상북도 칠곡군청,2020-07-01
"북삼읍 인평리 950-5",1,경상북도 칠곡군 북삼읍 인평새마길 19-8,경상북도 칠곡군 북삼읍 인평리 950-5,36.056038,128.330074,,한전주,054-979-5301,경상북도 칠곡군청,2020-07-01
"북삼읍 인평리 971-17",1,,경상북도 칠곡군 북삼읍 인평리 971-17,36.054679,128.332755,,한전주,054-979-5301,경상북도 칠곡군청,2020-07-01
"북삼읍 인평리 971-18",1,,경상북도 칠곡군 북삼읍 인평리 971-18,36.054323,128.330900,,,054-979-5301,경상북도 칠곡군청,2020-07-01
"북삼읍 인평리 971-18",1,,경상북도 칠곡군 북삼읍 인평리 971-18,36.054323,128.330900,,,054-979-5301,경상북도 칠곡군청,2020-07-01
"북삼읍 인평리 971-18",1,,경상북도 칠곡군 북삼읍 인평리 971-18,36.054323,128.330900,,,054-979-5301,경상북도 칠곡군청,2020-07-01
"북삼읍 인평리 971-24",1,,경상북도 칠곡군 북삼읍 인평리 971-24,36.053798,128.331885,,한전주,054-979-5301,경상북도 칠곡군청,2020-07-01
"북삼읍 인평리 971-9",1,,경상북도 칠곡군 북삼읍 인평리 971-9,36.054975,128.330025,,한전주,054-979-5301,경상북도 칠곡군청,2020-07-01
"북삼읍 인평리 990-1",1,,경상북도 칠곡군 북삼읍 인평리 990-1,36.063503,128.345347,,한전주,054-979-5301,경상북도 칠곡군청,2020-07-01
"북삼읍 인평리 995-20",1,,경상북도 칠곡군 북삼읍 인평리 995-20,36.061678,128.337502,,한전주,054-979-5301,경상북도 칠곡군청,2020-07-01
"북삼읍 인평리 996-1",1,,경상북도 칠곡군 북삼읍 인평리 996-1,36.061936,128.335527,,한전주,054-979-5301,경상북도 칠곡군청,2020-07-01
"북삼읍 인평리 산38-6",1,,경상북도 칠곡군 북삼읍 인평리 산38-6,36.067692,128.339571,,,054-979-5301,경상북도 칠곡군청,2020-07-01
"북삼읍 인평리 산39",1,,경상북도 칠곡군 북삼읍 인평리 산39,36.067322,128.339846,,,054-979-5301,경상북도 칠곡군청,2020-07-01
"북삼읍 인평리 산42",1,,경상북도 칠곡군 북삼읍 인평리 산42,36.074889,128.341156,,한전주,054-979-5301,경상북도 칠곡군청,2020-07-01
"북삼읍 인평리 산43-4",1,,경상북도 칠곡군 북삼읍 인평리 산43-4,36.073307,128.342948,,한전주,054-979-5301,경상북도 칠곡군청,2020-07-01
"북삼읍 인평리 산43-4",1,,경상북도 칠곡군 북삼읍 인평리 산43-4,36.073307,128.342948,,한전주,054-979-5301,경상북도 칠곡군청,2020-07-01
"북삼읍 인평리 산43-4",1,,경상북도 칠곡군 북삼읍 인평리 산43-4,36.073307,128.342948,,한전주,054-979-5301,경상북도 칠곡군청,2020-07-01
"북삼읍 인평리 산53",1,,경상북도 칠곡군 북삼읍 인평리 산53,36.071927,128.346394,,한전주,054-979-5301,경상북도 칠곡군청,2020-07-01
"북삼읍 인평리 산63",1,,경상북도 칠곡군 북삼읍 인평리 산63,36.066687,128.347537,,한전주,054-979-5301,경상북도 칠곡군청,2020-07-01
"북삼읍 인평리 산63",1,,경상북도 칠곡군 북삼읍 인평리 산63,36.066687,128.347537,,한전주,054-979-5301,경상북도 칠곡군청,2020-07-01
"북삼읍 인평리 산63-65",1,,경상북도 칠곡군 북삼읍 인평리 산63-65,36.065461,128.347776,,한전주,054-979-5301,경상북도 칠곡군청,2020-07-01
"북삼읍 인평리 산63-75",1,,경상북도 칠곡군 북삼읍 인평리 산63-75,36.066226,128.348123,,한전주,054-979-5301,경상북도 칠곡군청,2020-07-01
"북삼읍 인평리 산63-75",1,,경상북도 칠곡군 북삼읍 인평리 산63-75,36.066226,128.348123,,한전주,054-979-5301,경상북도 칠곡군청,2020-07-01
"북삼읍 인평리 산63-75",1,,경상북도 칠곡군 북삼읍 인평리 산63-75,36.066226,128.348123,,한전주,054-979-5301,경상북도 칠곡군청,2020-07-01
"북삼읍 인평중앙로 68",1,,경상북도 칠곡군 북삼읍 인평중앙로 68,36.065490,128.343935,,한전주,054-979-5301,경상북도 칠곡군청,2020-07-01
"석적읍 1093",1,,경상북도 칠곡군 석적읍 1093,36.043489,128.482120,,한전주,054-979-5349,경상북도 칠곡군청,2020-07-01
"석적읍 1093",1,,경상북도 칠곡군 석적읍 1093,36.043489,128.482120,,한전주,054-979-5349,경상북도 칠곡군청,2020-07-01
"석적읍 1093",1,,경상북도 칠곡군 석적읍 1093,36.043489,128.482120,,한전주,054-979-5349,경상북도 칠곡군청,2020-07-01
"석적읍 338",1,,경상북도 칠곡군 석적읍 338,36.050736,128.417257,,한전주,054-979-5349,경상북도 칠곡군청,2020-07-01
"석적읍 617-2",1,,경상북도 칠곡군 석적읍 617-2,36.011028,128.400462,,,054-979-5349,경상북도 칠곡군청,2020-07-01
"석적읍 761-12",1,,경상북도 칠곡군 석적읍 761-12,36.080631,128.414906,,한전주,054-979-5349,경상북도 칠곡군청,2020-07-01
"석적읍 남율리 103-2",1,,경상북도 칠곡군 석적읍 남율리 103-2,36.066691,128.403743,,한전주,054-979-5349,경상북도 칠곡군청,2020-07-01
"석적읍 남율리 106",1,경상북도 칠곡군 석적읍 남율로13길 14,경상북도 칠곡군 석적읍 남율리 106,36.066648,128.403132,,한전주,054-979-5349,경상북도 칠곡군청,2020-07-01
"경상북도 칠곡군 석적읍 남율리 117-3",1,경상북도 칠곡군 석적읍 남율로13길 37,경상북도 칠곡군 석적읍 남율리 117-3,36.067231,128.403967,,한전주,054-979-5349,경상북도 칠곡군청,2020-07-01
"석적읍 남율리 117-4",1,,경상북도 칠곡군 석적읍 남율리 117-4,36.067086,128.404033,,한전주,054-979-5349,경상북도 칠곡군청,2020-07-01
"석적읍 남율리 126-2",1,,경상북도 칠곡군 석적읍 남율리 126-2,36.067242,128.403135,,한전주,054-979-5349,경상북도 칠곡군청,2020-07-01
"석적읍 남율리 153-1",1,,경상북도 칠곡군 석적읍 남율리 153-1,36.066324,128.402742,,한전주,054-979-5349,경상북도 칠곡군청,2020-07-01
"석적읍 남율리 249-4",1,,경상북도 칠곡군 석적읍 남율리 249-4,36.063747,128.402606,,한전주,054-979-5349,경상북도 칠곡군청,2020-07-01
"석적읍 남율리 251-3",1,,경상북도 칠곡군 석적읍 남율리 251-3,36.063792,128.402795,,한전주,054-979-5349,경상북도 칠곡군청,2020-07-01
"석적읍 남율리 283-1",1,,경상북도 칠곡군 석적읍 남율리 283-1,36.063148,128.403736,,한전주,054-979-5349,경상북도 칠곡군청,2020-07-01
"석적읍 남율리 284-3",1,,경상북도 칠곡군 석적읍 남율리 284-3,36.063346,128.403892,,,054-979-5349,경상북도 칠곡군청,2020-07-01
"석적읍 남율리 315-10",1,,경상북도 칠곡군 석적읍 남율리 315-10,36.060488,128.401679,,한전주,054-979-5349,경상북도 칠곡군청,2020-07-01
"석적읍 남율리 319-1",1,,경상북도 칠곡군 석적읍 남율리 319-1,36.059774,128.401987,,한전주,054-979-5349,경상북도 칠곡군청,2020-07-01
"석적읍 남율리 321",1,,경상북도 칠곡군 석적읍 남율리 321,36.060432,128.402256,,한전주,054-979-5349,경상북도 칠곡군청,2020-07-01
"석적읍 남율리 344-15",1,경상북도 칠곡군 석적읍 남율1길 14,경상북도 칠곡군 석적읍 남율리 344-15,36.055043,128.407335,,한전주,054-979-5349,경상북도 칠곡군청,2020-07-01
"석적읍 남율리 347",1,,경상북도 칠곡군 석적읍 남율리 347,36.055933,128.407772,,한전주,054-979-5349,경상북도 칠곡군청,2020-07-01
"석적읍 남율리 350-11",1,,경상북도 칠곡군 석적읍 남율리 350-11,36.054382,128.407964,,한전주,054-979-5349,경상북도 칠곡군청,2020-07-01
"석적읍 남율리 363-4",1,,경상북도 칠곡군 석적읍 남율리 363-4,36.055307,128.406315,,한전주,054-979-5349,경상북도 칠곡군청,2020-07-01
"석적읍 남율리 430-1",1,,경상북도 칠곡군 석적읍 남율리 430-1,36.062242,128.397259,,한전주,054-979-5349,경상북도 칠곡군청,2020-07-01
"석적읍 남율리 472-3",1,,경상북도 칠곡군 석적읍 남율리 472-3,36.063836,128.400409,,건축물,054-979-5349,경상북도 칠곡군청,2020-07-01
"석적읍 남율리 480-1",1,,경상북도 칠곡군 석적읍 남율리 480-1,36.064752,128.401368,,한전주,054-979-5349,경상북도 칠곡군청,2020-07-01
"석적읍 남율리 495-4",1,,경상북도 칠곡군 석적읍 남율리 495-4,36.063585,128.399963,,한전주,054-979-5349,경상북도 칠곡군청,2020-07-01
"석적읍 남율리 500-2",1,,경상북도 칠곡군 석적읍 남율리 500-2,36.063074,128.399028,,한전주,054-979-5349,경상북도 칠곡군청,2020-07-01
"석적읍 남율리 501-4",1,,경상북도 칠곡군 석적읍 남율리 501-4,36.065273,128.399162,,한전주,054-979-5349,경상북도 칠곡군청,2020-07-01
"석적읍 남율리 502-1",1,,경상북도 칠곡군 석적읍 남율리 502-1,36.064935,128.397850,,한전주,054-979-5349,경상북도 칠곡군청,2020-07-01
"석적읍 남율리 517-1",1,,경상북도 칠곡군 석적읍 남율리 517-1,36.064373,128.396082,,한전주,054-979-5349,경상북도 칠곡군청,2020-07-01
"석적읍 남율리 526-2",1,,경상북도 칠곡군 석적읍 남율리 526-2,36.068060,128.395923,,한전주,054-979-5349,경상북도 칠곡군청,2020-07-01
"석적읍 남율리 531-9",1,경상북도 칠곡군 석적읍 석적로 849-19,경상북도 칠곡군 석적읍 남율리 531-9,36.066415,128.397236,,한전주,054-979-5349,경상북도 칠곡군청,2020-07-01
"석적읍 남율리 535-3",1,,경상북도 칠곡군 석적읍 남율리 535-3,36.066963,128.397794,,한전주,054-979-5349,경상북도 칠곡군청,2020-07-01
"석적읍 남율리 536-2",1,,경상북도 칠곡군 석적읍 남율리 536-2,36.066069,128.398411,,한전주,054-979-5349,경상북도 칠곡군청,2020-07-01
"석적읍 남율리 558",1,,경상북도 칠곡군 석적읍 남율리 558,36.066703,128.400157,,한전주,054-979-5349,경상북도 칠곡군청,2020-07-01
"석적읍 남율리 562-1",1,,경상북도 칠곡군 석적읍 남율리 562-1,36.067049,128.399126,,한전주,054-979-5349,경상북도 칠곡군청,2020-07-01
"석적읍 남율리 564-5",1,,경상북도 칠곡군 석적읍 남율리 564-5,36.067268,128.398184,,건축물,054-979-5349,경상북도 칠곡군청,2020-07-01
"석적읍 남율리 572",1,,경상북도 칠곡군 석적읍 남율리 572,36.068408,128.396824,,건축물,054-979-5349,경상북도 칠곡군청,2020-07-01
"석적읍 남율리 586-3",1,,경상북도 칠곡군 석적읍 남율리 586-3,36.076252,128.398696,,한전주,054-979-5349,경상북도 칠곡군청,2020-07-01
"석적읍 남율리 588-1",1,,경상북도 칠곡군 석적읍 남율리 588-1,36.075931,128.397717,,,054-979-5349,경상북도 칠곡군청,2020-07-01
"석적읍 남율리 588-5",1,,경상북도 칠곡군 석적읍 남율리 588-5,36.076154,128.398340,,한전주,054-979-5349,경상북도 칠곡군청,2020-07-01
"대한민국 경상북도 칠곡군 석적읍 남율리 588-6",1,,경상북도 칠곡군 석적읍 남율리 588-6,36.075606,128.397871,,한전주,054-979-5349,경상북도 칠곡군청,2020-07-01
"석적읍 남율리 588-8",1,,경상북도 칠곡군 석적읍 남율리 588-8,36.076174,128.397807,,한전주,054-979-5349,경상북도 칠곡군청,2020-07-01
"석적읍 남율리 590-1",1,,경상북도 칠곡군 석적읍 남율리 590-1,36.075380,128.397969,,,054-979-5349,경상북도 칠곡군청,2020-07-01
"석적읍 남율리 593-2",1,,경상북도 칠곡군 석적읍 남율리 593-2,36.075769,128.397794,,한전주,054-979-5349,경상북도 칠곡군청,2020-07-01
"석적읍 남율리 600-3",1,,경상북도 칠곡군 석적읍 남율리 600-3,36.076519,128.396954,,한전주,054-979-5349,경상북도 칠곡군청,2020-07-01
"석적읍 남율리 600-4",1,,경상북도 칠곡군 석적읍 남율리 600-4,36.076349,128.396809,,한전주,054-979-5349,경상북도 칠곡군청,2020-07-01
"석적읍 남율리 601-1",1,경상북도 칠곡군 석적읍 대교길 31,경상북도 칠곡군 석적읍 남율리 601-1,36.076153,128.396053,,,054-979-5349,경상북도 칠곡군청,2020-07-01
"석적읍 남율리 601-2",1,,경상북도 칠곡군 석적읍 남율리 601-2,36.076161,128.396341,,한전주,054-979-5349,경상북도 칠곡군청,2020-07-01
"석적읍 남율리 611-3",1,,경상북도 칠곡군 석적읍 남율리 611-3,36.076572,128.397487,,한전주,054-979-5349,경상북도 칠곡군청,2020-07-01
"석적읍 남율리 614-2",1,,경상북도 칠곡군 석적읍 남율리 614-2,36.076733,128.397932,,한전주,054-979-5349,경상북도 칠곡군청,2020-07-01
"석적읍 남율리 617-1",1,,경상북도 칠곡군 석적읍 남율리 617-1,36.077225,128.398956,,한전주,054-979-5349,경상북도 칠곡군청,2020-07-01
"석적읍 남율리 618-5",1,,경상북도 칠곡군 석적읍 남율리 618-5,36.076902,128.398410,,한전주,054-979-5349,경상북도 칠곡군청,2020-07-01
"석적읍 남율리 619-1",1,,경상북도 칠곡군 석적읍 남율리 619-1,36.077108,128.398822,,한전주,054-979-5349,경상북도 칠곡군청,2020-07-01
"경상북도 칠곡군 석적읍 남율리 621-6",1,,경상북도 칠곡군 석적읍 남율리 621-6,36.077026,128.399188,,한전주,054-979-5349,경상북도 칠곡군청,2020-07-01
"경상북도 칠곡군 석적읍 남율리 624-2",1,경상북도 칠곡군 석적읍 석적로 1012,경상북도 칠곡군 석적읍 남율리 624-2,36.076971,128.399410,,한전주,054-979-5349,경상북도 칠곡군청,2020-07-01
"경상북도 칠곡군 석적읍 남율리 627",1,경상북도 칠곡군 석적읍 석적로 1018,경상북도 칠곡군 석적읍 남율리 627,36.077484,128.399612,,한전주,054-979-5349,경상북도 칠곡군청,2020-07-01
"경상북도 칠곡군 석적읍 남율리 631-4",1,경상북도 칠곡군 석적읍 신기길 14,경상북도 칠곡군 석적읍 남율리 631-4,36.077589,128.397881,,한전주,054-979-5349,경상북도 칠곡군청,2020-07-01
"경상북도 칠곡군 석적읍 남율리 631-4",1,경상북도 칠곡군 석적읍 신기길 14,경상북도 칠곡군 석적읍 남율리 631-4,36.077589,128.397881,,한전주,054-979-5349,경상북도 칠곡군청,2020-07-01
"석적읍 남율리 632-2",1,,경상북도 칠곡군 석적읍 남율리 632-2,36.077384,128.397091,,한전주,054-979-5349,경상북도 칠곡군청,2020-07-01
"석적읍 남율리 634-2",1,,경상북도 칠곡군 석적읍 남율리 634-2,36.077332,128.396669,,한전주,054-979-5349,경상북도 칠곡군청,2020-07-01
"석적읍 남율리 637-2",1,,경상북도 칠곡군 석적읍 남율리 637-2,36.077252,128.396302,,한전주,054-979-5349,경상북도 칠곡군청,2020-07-01
"석적읍 남율리 638",1,경상북도 칠곡군 석적읍 신기길 30,경상북도 칠곡군 석적읍 남율리 638,36.077297,128.396125,,한전주,054-979-5349,경상북도 칠곡군청,2020-07-01
"경상북도 칠곡군 석적읍 남율리 653-4",1,경상북도 칠곡군 석적읍 신기길 22-2,경상북도 칠곡군 석적읍 남율리 653-4,36.077600,128.397137,,한전주,054-979-5349,경상북도 칠곡군청,2020-07-01
"석적읍 남율리 669-1",1,,경상북도 칠곡군 석적읍 남율리 669-1,36.077723,128.395494,,한전주,054-979-5349,경상북도 칠곡군청,2020-07-01
"석적읍 남율리 674-1",1,,경상북도 칠곡군 석적읍 남율리 674-1,36.077390,128.395382,,한전주,054-979-5349,경상북도 칠곡군청,2020-07-01
"석적읍 남율리 686-3",1,,경상북도 칠곡군 석적읍 남율리 686-3,36.076933,128.394469,,한전주,054-979-5349,경상북도 칠곡군청,2020-07-01
"석적읍 남율리 691-11",1,,경상북도 칠곡군 석적읍 남율리 691-11,36.076387,128.393378,,한전주,054-979-5349,경상북도 칠곡군청,2020-07-01
"석적읍 남율리 691-3",1,,경상북도 칠곡군 석적읍 남율리 691-3,36.076182,128.392622,,한전주,054-979-5349,경상북도 칠곡군청,2020-07-01
"석적읍 남율리 691-7",1,,경상북도 칠곡군 석적읍 남율리 691-7,36.076629,128.393801,,한전주,054-979-5349,경상북도 칠곡군청,2020-07-01
"석적읍 남율리 747-4",1,,경상북도 칠곡군 석적읍 남율리 747-4,36.075745,128.393908,,한전주,054-979-5349,경상북도 칠곡군청,2020-07-01
"석적읍 남율리 748-1",1,,경상북도 칠곡군 석적읍 남율리 748-1,36.076079,128.393932,,한전주,054-979-5349,경상북도 칠곡군청,2020-07-01
"석적읍 남율리 749-1",1,,경상북도 칠곡군 석적읍 남율리 749-1,36.076339,128.394288,,한전주,054-979-5349,경상북도 칠곡군청,2020-07-01
"석적읍 남율리 750-3",1,,경상북도 칠곡군 석적읍 남율리 750-3,36.076571,128.395022,,한전주,054-979-5349,경상북도 칠곡군청,2020-07-01
"석적읍 남율리 752-2",1,,경상북도 칠곡군 석적읍 남율리 752-2,36.075839,128.395551,,한전주,054-979-5349,경상북도 칠곡군청,2020-07-01
"석적읍 남율리 752-3",1,,경상북도 칠곡군 석적읍 남율리 752-3,36.076045,128.395874,,한전주,054-979-5349,경상북도 칠곡군청,2020-07-01
"석적읍 남율리 753-3",1,,경상북도 칠곡군 석적읍 남율리 753-3,36.075328,128.394738,,한전주,054-979-5349,경상북도 칠곡군청,2020-07-01
"석적읍 남율리 756-2",1,,경상북도 칠곡군 석적읍 남율리 756-2,36.074897,128.394148,,한전주,054-979-5349,경상북도 칠곡군청,2020-07-01
"석적읍 남율리 756-6",1,,경상북도 칠곡군 석적읍 남율리 756-6,36.074826,128.393837,,한전주,054-979-5349,경상북도 칠곡군청,2020-07-01
"석적읍 남율리 756-9",1,,경상북도 칠곡군 석적읍 남율리 756-9,36.075223,128.393905,,한전주,054-979-5349,경상북도 칠곡군청,2020-07-01
"석적읍 남율리 757-1",1,,경상북도 칠곡군 석적읍 남율리 757-1,36.074565,128.393913,,한전주,054-979-5349,경상북도 칠곡군청,2020-07-01
"경상북도 칠곡군 석적읍 남율리 759",1,경상북도 칠곡군 석적읍 석적로 933-4,경상북도 칠곡군 석적읍 남율리 759,36.073782,128.393565,,한전주,054-979-5349,경상북도 칠곡군청,2020-07-01
"석적읍 남율리 770-2",1,,경상북도 칠곡군 석적읍 남율리 770-2,36.070090,128.395334,,한전주,054-979-5349,경상북도 칠곡군청,2020-07-01
